year,index,date,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS
2008,74,2008-07-02,48,31,21,3,26,29,1,red,rat,odd,small
2008,75,2008-07-05,15,7,38,20,2,6,14,blue,pig,even,small
2008,76,2008-07-08,21,19,15,24,18,26,36,blue,ox,even,big
2008,77,2008-07-10,17,41,44,18,5,12,32,green,snake,even,big
2008,78,2008-07-12,38,27,21,5,25,40,11,green,tiger,odd,small
2008,79,2008-07-15,17,47,24,38,9,19,3,blue,dog,odd,small
2008,80,2008-07-17,18,38,25,47,27,15,2,red,pig,even,small
2008,81,2008-07-19,46,18,35,1,24,29,2,red,pig,even,small
2008,82,2008-07-22,45,40,29,33,43,10,8,red,snake,even,small
2008,83,2008-07-24,38,29,45,31,15,5,48,blue,ox,even,big
2008,84,2008-07-26,9,41,48,13,10,12,6,green,goat,even,small
2008,85,2008-07-29,7,34,35,15,25,38,6,green,goat,even,small
2008,86,2008-07-31,25,33,1,34,41,8,28,green,rooster,even,big
2008,87,2008-08-02,8,33,11,6,35,4,25,blue,rat,odd,big
2008,88,2008-08-05,11,49,16,6,38,42,40,red,rooster,even,big
2008,89,2008-08-07,30,47,23,3,24,17,26,blue,pig,even,big
2008,90,2008-08-09,21,19,15,8,42,32,10,blue,rabbit,even,small
2008,91,2008-08-12,28,26,11,31,10,15,43,green,horse,odd,big
2008,92,2008-08-14,46,27,23,41,16,20,6,green,goat,even,small
2008,93,2008-08-16,38,25,14,43,46,32,35,red,tiger,odd,big
2008,94,2008-08-19,32,7,19,39,24,26,20,blue,snake,even,small
2008,95,2008-08-21,1,20,21,3,37,35,46,red,rabbit,even,big
2008,96,2008-08-23,20,9,10,3,34,25,41,blue,monkey,odd,big
2008,97,2008-08-26,25,2,43,13,19,30,44,green,snake,even,big
2008,98,2008-08-28,38,21,34,1,27,31,10,blue,rabbit,even,small
2008,99,2008-08-30,2,49,37,10,8,44,22,green,rabbit,even,small
2008,100,2008-09-02,13,9,22,16,31,24,18,red,goat,even,small
2008,101,2008-09-04,22,7,17,42,26,31,12,red,ox,even,small
2008,102,2008-09-06,38,23,18,22,10,4,35,red,tiger,odd,big
2008,103,2008-09-09,7,48,15,23,29,3,5,green,monkey,odd,small
2008,104,2008-09-11,12,8,25,20,49,2,34,red,rabbit,even,big
2008,105,2008-09-13,46,34,16,8,9,3,42,blue,goat,even,big
2008,106,2008-09-16,40,4,14,9,36,25,45,red,dragon,odd,big
2008,107,2008-09-18,2,34,17,46,49,38,33,green,dragon,odd,big
2008,108,2008-09-20,5,49,28,4,27,10,46,red,rabbit,even,big
2008,109,2008-09-25,1,29,16,46,4,15,30,red,goat,even,big
2008,110,2008-09-27,39,33,36,17,7,44,31,blue,horse,odd,big
2008,111,2008-09-30,26,11,47,27,40,39,34,red,rabbit,even,big
2008,112,2008-10-02,42,32,17,29,20,13,15,blue,dog,odd,small
2008,113,2008-10-04,14,22,19,4,16,35,9,blue,dragon,odd,small
2008,114,2008-10-07,34,46,4,49,26,10,5,green,monkey,odd,small
2008,115,2008-10-09,1,27,38,19,2,12,41,blue,monkey,odd,big
2008,116,2008-10-11,46,37,35,11,38,8,27,green,dog,odd,big
2008,117,2008-10-14,11,19,14,44,21,41,31,blue,horse,odd,big
2008,118,2008-10-16,31,44,21,6,40,42,7,red,horse,odd,small
2008,119,2008-10-18,7,9,3,6,32,35,24,red,ox,even,small
2008,120,2008-10-21,37,8,1,9,35,32,14,blue,pig,even,small
2008,121,2008-10-23,46,5,21,19,27,9,37,blue,rat,odd,big
2008,122,2008-10-25,22,13,18,30,3,20,39,green,dog,odd,big
2008,123,2008-10-28,13,3,26,10,11,48,9,blue,dragon,odd,small
2008,124,2008-10-30,13,33,40,5,23,37,39,green,dog,odd,big
2008,125,2008-11-01,32,19,23,44,17,11,25,blue,rat,odd,big
2008,126,2008-11-03,25,8,1,38,20,43,39,green,dog,odd,big
2008,127,2008-11-06,43,35,5,42,6,28,4,blue,rooster,even,small
2008,128,2008-11-09,24,1,15,48,4,6,43,green,horse,odd,big
2008,129,2008-11-11,19,32,27,17,20,35,11,green,tiger,odd,small
2008,130,2008-11-13,33,9,34,10,43,20,42,blue,goat,even,big
2008,131,2008-11-15,32,2,8,5,24,37,35,red,tiger,odd,big
2008,132,2008-11-18,28,18,32,29,5,11,10,blue,rabbit,even,small
2008,133,2008-11-20,41,13,40,31,4,36,49,green,rat,odd,big
2008,134,2008-11-22,28,1,4,24,17,3,7,red,horse,odd,small
2008,135,2008-11-25,38,3,48,46,18,9,13,red,rat,odd,small
2008,136,2008-11-27,6,36,46,14,21,4,41,blue,monkey,odd,big
2008,137,2008-11-29,6,27,37,33,36,5,48,blue,ox,even,big
2008,138,2008-12-02,43,30,31,29,3,13,8,red,snake,even,small
2008,139,2008-12-04,35,47,10,8,37,28,12,red,ox,even,small
2008,140,2008-12-07,26,28,17,9,30,4,1,red,rat,odd,small
2008,141,2008-12-09,21,44,14,47,7,43,35,red,tiger,odd,big
2008,142,2008-12-11,47,1,48,11,41,10,20,blue,snake,even,small
2008,143,2008-12-13,40,1,27,7,36,48,13,red,rat,odd,small
2008,144,2008-12-16,32,44,36,38,29,21,43,green,horse,odd,big
2008,145,2008-12-18,40,22,31,27,46,2,13,red,rat,odd,small
2008,146,2008-12-21,6,20,34,26,40,13,10,blue,rabbit,even,small
2008,147,2008-12-23,29,33,48,24,26,22,46,red,rabbit,even,big
2008,148,2008-12-27,2,21,24,34,17,19,18,red,goat,even,small
2008,149,2008-12-30,4,29,40,18,47,8,9,blue,dragon,odd,small
2009,1,2009-01-03,16,30,21,2,10,22,26,blue,rat,even,big
2009,2,2009-01-06,23,42,45,30,9,14,19,red,goat,odd,small
2009,3,2009-01-08,22,46,19,33,18,42,7,red,goat,odd,small
2009,4,2009-01-11,7,16,3,47,19,44,31,blue,goat,odd,big
2009,5,2009-01-13,36,41,15,12,49,40,42,blue,monkey,even,big
2009,6,2009-01-15,6,9,32,24,10,12,30,red,monkey,even,big
2009,7,2009-01-17,1,47,28,29,15,16,37,blue,ox,odd,big
2009,8,2009-01-20,34,42,22,13,5,29,37,blue,ox,odd,big
2009,9,2009-01-23,37,44,47,5,17,38,12,red,tiger,even,small
2009,10,2009-01-25,44,40,47,4,12,19,49,green,ox,odd,big
2009,11,2009-01-27,42,13,7,21,17,45,36,blue,tiger,even,big
2009,12,2009-01-29,36,9,25,8,17,6,4,blue,dog,even,small
2009,13,2009-01-31,9,14,24,10,4,29,38,green,rat,even,big
2009,14,2009-02-03,26,12,46,8,44,31,42,blue,monkey,even,big
2009,15,2009-02-05,3,47,36,46,25,23,20,blue,horse,even,small
2009,16,2009-02-07,42,44,9,48,12,45,35,red,rabbit,odd,big
2009,17,2009-02-10,4,14,24,21,48,6,8,red,horse,even,small
2009,18,2009-02-12,32,42,10,22,14,28,36,blue,tiger,even,big
2009,19,2009-02-14,12,37,39,31,17,46,8,red,horse,even,small
2009,20,2009-02-17,39,12,26,8,15,44,6,green,monkey,even,small
2009,21,2009-02-19,36,26,9,16,6,29,8,red,horse,even,small
2009,22,2009-02-21,15,21,14,8,20,7,44,green,horse,even,big
2009,23,2009-02-24,47,38,32,9,37,1,25,blue,ox,odd,big
2009,24,2009-02-26,15,24,14,23,19,25,2,red,rat,even,small
2009,25,2009-02-28,24,22,34,15,5,46,26,blue,rat,even,big
2009,26,2009-03-03,22,37,25,49,30,38,15,blue,pig,odd,small
2009,27,2009-03-05,7,33,17,2,47,20,45,red,snake,odd,big
2009,28,2009-03-08,11,40,4,3,28,37,36,blue,tiger,even,big
2009,29,2009-03-10,48,21,39,27,33,32,9,blue,snake,odd,small
2009,30,2009-03-12,32,16,30,15,2,12,5,green,rooster,odd,small
2009,31,2009-03-14,43,10,16,19,42,33,12,red,tiger,even,small
2009,32,2009-03-17,37,14,11,21,17,12,10,blue,dragon,even,small
2009,33,2009-03-19,32,14,21,18,6,46,43,green,goat,odd,big
2009,34,2009-03-21,27,32,23,13,43,34,22,green,dragon,even,small
2009,35,2009-03-24,12,16,4,38,46,15,21,green,snake,odd,small
2009,36,2009-03-26,42,36,5,38,14,34,19,red,goat,odd,small
2009,37,2009-03-29,42,24,40,32,43,36,47,blue,rabbit,odd,big
2009,38,2009-03-31,29,1,7,15,23,35,14,blue,rat,even,small
2009,39,2009-04-02,33,39,7,13,20,45,30,red,monkey,even,big
2009,40,2009-04-04,2,18,46,17,10,6,34,red,dragon,even,big
2009,41,2009-04-07,45,4,21,29,41,22,14,blue,rat,even,small
2009,42,2009-04-09,44,7,29,9,49,22,1,red,ox,odd,small
2009,43,2009-04-11,38,47,16,45,3,25,35,red,rabbit,odd,big
2009,44,2009-04-14,27,2,42,22,41,7,5,green,rooster,odd,small
2009,45,2009-04-16,19,12,11,1,30,28,49,green,ox,odd,big
2009,46,2009-04-18,33,14,29,10,48,22,5,green,rooster,odd,small
2009,47,2009-04-21,31,4,43,41,18,42,24,red,tiger,even,small
2009,48,2009-04-23,45,34,46,20,42,15,23,red,rabbit,odd,small
2009,49,2009-04-25,34,17,46,38,4,49,7,red,goat,odd,small
2009,50,2009-04-28,41,7,20,36,3,34,39,green,pig,odd,big
2009,51,2009-04-30,8,21,30,49,38,11,35,red,rabbit,odd,big
2009,52,2009-05-02,6,29,18,1,39,48,10,blue,dragon,even,small
2009,53,2009-05-05,31,30,45,41,5,29,47,blue,rabbit,odd,big
2009,54,2009-05-07,7,3,9,16,34,2,14,blue,rat,even,small
2009,55,2009-05-10,48,11,21,41,28,14,32,green,horse,even,big
2009,56,2009-05-12,29,9,38,25,36,41,23,red,rabbit,odd,small
2009,57,2009-05-14,49,43,46,23,6,31,40,red,dog,even,big
2009,58,2009-05-16,3,7,20,18,27,11,2,red,rat,even,small
2009,59,2009-05-19,45,36,28,38,40,33,4,blue,dog,even,small
2009,60,2009-05-23,21,32,46,8,1,37,22,green,dragon,even,small
2009,61,2009-05-26,25,11,14,27,47,19,20,blue,horse,even,small
2009,62,2009-05-28,49,2,28,46,12,20,31,blue,goat,odd,big
2009,63,2009-05-30,14,27,9,12,36,20,11,green,rabbit,odd,small
2009,64,2009-06-02,47,29,26,5,7,18,2,red,rat,even,small
2009,65,2009-06-04,4,43,9,24,22,19,1,red,ox,odd,small
2009,66,2009-06-06,1,23,5,8,48,32,3,blue,pig,odd,small
2009,67,2009-06-09,46,13,16,7,35,42,25,blue,ox,odd,big
2009,68,2009-06-11,8,11,33,43,20,15,34,red,dragon,even,big
2009,69,2009-06-14,42,39,12,43,13,25,38,green,rat,even,big
2009,70,2009-06-16,37,41,16,30,27,25,36,blue,tiger,even,big
2009,71,2009-06-18,26,2,19,17,22,11,13,red,ox,odd,small
2009,72,2009-06-20,7,11,24,32,49,35,46,red,dragon,even,big
2009,73,2009-06-23,34,1,19,39,48,43,45,red,snake,odd,big
2009,74,2009-06-25,36,45,30,26,19,12,20,blue,horse,even,small
2009,75,2009-06-27,16,26,18,21,48,30,45,red,snake,odd,big
2009,76,2009-06-30,17,5,11,15,46,25,24,red,tiger,even,small
2009,77,2009-07-02,22,24,40,19,6,29,4,blue,dog,even,small
2009,78,2009-07-04,20,2,19,49,14,17,26,blue,rat,even,big
2009,79,2009-07-07,47,38,41,6,30,27,20,blue,horse,even,small
2009,80,2009-07-09,24,30,46,31,26,4,2,red,rat,even,small
2009,81,2009-07-11,2,9,21,47,18,32,26,blue,rat,even,big
2009,82,2009-07-14,2,39,10,46,47,19,41,blue,rooster,odd,big
2009,83,2009-07-16,14,45,3,17,29,5,31,blue,goat,odd,big
2009,84,2009-07-18,39,38,29,24,41,28,19,red,goat,odd,small
2009,85,2009-07-21,13,15,4,6,1,48,39,green,pig,odd,big
2009,86,2009-07-23,11,3,1,47,15,39,44,green,horse,even,big
2009,87,2009-07-25,23,22,4,31,47,36,20,blue,horse,even,small
2009,88,2009-07-28,49,4,28,46,11,20,31,blue,goat,odd,big
2009,89,2009-07-30,18,12,4,40,11,21,44,green,horse,even,big
2009,90,2009-08-01,8,45,48,47,1,20,11,green,rabbit,odd,small
2009,91,2009-08-04,32,9,36,34,37,27,20,blue,horse,even,small
2009,92,2009-08-06,48,39,38,18,47,28,24,red,tiger,even,small
2009,93,2009-08-08,8,5,30,10,11,23,42,blue,monkey,even,big
2009,94,2009-08-11,24,15,31,39,23,1,33,green,snake,odd,big
2009,95,2009-08-13,27,18,29,37,3,6,4,blue,dog,even,small
2009,96,2009-08-15,24,34,6,23,16,20,42,blue,monkey,even,big
2009,97,2009-08-18,33,3,20,18,15,1,48,blue,tiger,even,big
2009,98,2009-08-20,26,12,22,27,29,15,37,blue,ox,odd,big
2009,99,2009-08-22,48,4,12,29,3,32,16,green,dog,even,small
2009,100,2009-08-25,15,11,32,12,24,5,39,green,pig,odd,big
2009,101,2009-08-27,24,5,42,8,17,30,34,red,dragon,even,big
2009,102,2009-08-29,35,33,4,18,26,17,40,red,dog,even,big
2009,103,2009-09-01,22,17,19,40,27,46,4,blue,dog,even,small
2009,104,2009-09-04,14,9,49,6,47,17,38,green,rat,even,big
2009,105,2009-09-06,9,24,41,48,35,40,31,blue,goat,odd,big
2009,106,2009-09-08,21,13,11,20,28,16,15,blue,pig,odd,small
2009,107,2009-09-10,29,31,35,33,7,32,48,blue,tiger,even,big
2009,108,2009-09-12,35,3,43,1,14,17,47,blue,rabbit,odd,big
2009,109,2009-09-15,35,11,49,14,17,16,34,red,dragon,even,big
2009,110,2009-09-17,30,28,24,21,48,19,26,blue,rat,even,big
2009,111,2009-09-19,41,23,28,39,37,20,26,blue,rat,even,big
2009,112,2009-09-22,9,5,18,1,24,32,38,green,rat,even,big
2009,113,2009-09-24,34,9,36,19,22,26,24,red,tiger,even,small
2009,114,2009-09-27,3,1,41,30,47,9,19,red,goat,odd,small
2009,115,2009-10-01,33,15,48,1,40,5,21,green,snake,odd,small
2009,116,2009-10-03,16,39,4,6,22,11,10,blue,dragon,even,small
2009,117,2009-10-06,36,12,15,24,49,17,14,blue,rat,even,small
2009,118,2009-10-08,35,39,21,31,33,44,28,green,dog,even,big
2009,119,2009-10-10,19,16,12,49,2,20,4,blue,dog,even,small
2009,120,2009-10-13,36,18,43,15,13,45,7,red,goat,odd,small
2009,121,2009-10-15,15,17,22,37,47,39,26,blue,rat,even,big
2009,122,2009-10-18,42,32,4,20,2,15,48,blue,tiger,even,big
2009,123,2009-10-20,34,8,46,39,26,36,35,red,rabbit,odd,big
2009,124,2009-10-22,40,1,47,2,29,24,7,red,goat,odd,small
2009,125,2009-10-24,25,34,26,41,45,22,15,blue,pig,odd,small
2009,126,2009-10-27,41,35,16,13,31,42,36,blue,tiger,even,big
2009,127,2009-10-29,44,15,14,16,18,13,48,blue,tiger,even,big
2009,128,2009-10-31,30,27,29,25,11,44,23,red,rabbit,odd,small
2009,129,2009-11-03,33,19,43,42,45,3,44,green,horse,even,big
2009,130,2009-11-05,42,3,13,40,31,9,30,red,monkey,even,big
2009,131,2009-11-08,38,17,35,27,32,2,41,blue,rooster,odd,big
2009,132,2009-11-10,24,8,2,22,35,18,17,green,rooster,odd,small
2009,133,2009-11-12,10,9,6,20,1,46,14,blue,rat,even,small
2009,134,2009-11-14,42,26,28,6,15,3,21,green,snake,odd,small
2009,135,2009-11-17,42,9,2,43,4,28,45,red,snake,odd,big
2009,136,2009-11-19,11,19,41,35,45,13,24,red,tiger,even,small
2009,137,2009-11-21,2,38,23,28,45,8,21,green,snake,odd,small
2009,138,2009-11-24,24,7,45,21,33,35,26,blue,rat,even,big
2009,139,2009-11-26,17,42,3,1,9,18,7,red,goat,odd,small
2009,140,2009-11-28,25,38,1,5,32,39,4,blue,dog,even,small
2009,141,2009-12-01,5,44,10,4,17,39,24,red,tiger,even,small
2009,142,2009-12-03,20,15,10,46,21,34,4,blue,dog,even,small
2009,143,2009-12-05,14,1,38,17,35,23,31,blue,goat,odd,big
2009,144,2009-12-08,35,31,12,29,6,23,21,green,snake,odd,small
2009,145,2009-12-10,4,15,16,49,34,8,45,red,snake,odd,big
2009,146,2009-12-12,40,46,37,8,9,49,41,blue,rooster,odd,big
2009,147,2009-12-15,10,40,27,28,47,46,18,red,monkey,even,small
2009,148,2009-12-17,43,4,30,49,37,2,10,blue,dragon,even,small
2009,149,2009-12-20,4,45,24,32,2,28,38,green,rat,even,big
2009,150,2009-12-22,33,6,44,23,30,43,10,blue,dragon,even,small
2009,151,2009-12-24,20,22,27,26,44,31,49,green,ox,odd,big
2009,152,2009-12-26,42,27,21,17,36,6,23,red,rabbit,odd,small
2009,153,2009-12-29,33,39,9,38,27,40,14,blue,rat,even,small
2009,154,2009-12-31,33,26,28,41,31,40,19,red,goat,odd,small
2010,1,2010-01-02,11,13,22,16,21,18,6,green,dog,even,small
2010,2,2010-01-05,22,28,16,5,14,26,27,green,ox,odd,big
2010,3,2010-01-07,5,14,45,48,16,25,42,blue,dog,even,big
2010,4,2010-01-09,45,8,16,40,4,39,10,blue,horse,even,small
2010,5,2010-01-12,29,9,30,23,25,48,1,red,rabbit,odd,small
2010,6,2010-01-14,26,48,38,27,21,35,41,blue,pig,odd,big
2010,7,2010-01-17,5,19,35,18,45,28,27,green,ox,odd,big
2010,8,2010-01-19,9,2,3,41,24,33,40,red,rat,even,big
2010,9,2010-01-21,48,7,6,24,17,41,16,green,rat,even,small
2010,10,2010-01-23,46,18,19,39,26,34,2,red,tiger,even,small
2010,11,2010-01-26,9,8,38,17,37,31,2,red,tiger,even,small
2010,12,2010-01-28,3,43,46,15,32,9,28,green,rat,even,big
2010,13,2010-01-30,6,32,30,34,2,4,40,red,rat,even,big
2010,14,2010-02-02,10,38,1,13,14,39,41,blue,pig,odd,big
2010,15,2010-02-04,25,9,42,47,20,36,13,red,rabbit,odd,small
2010,16,2010-02-06,41,24,16,5,1,13,14,blue,tiger,even,small
2010,17,2010-02-09,10,14,13,49,4,8,7,red,rooster,odd,small
2010,18,2010-02-11,36,35,24,27,21,32,16,green,rat,even,small
2010,19,2010-02-13,29,27,5,26,21,28,44,green,monkey,even,big
2010,20,2010-02-15,20,17,1,49,7,29,19,red,rooster,odd,small
2010,21,2010-02-18,32,11,28,7,5,4,3,blue,ox,odd,small
2010,22,2010-02-20,4,32,3,45,11,15,1,red,rabbit,odd,small
2010,23,2010-02-23,8,19,43,44,48,49,46,red,horse,even,big
2010,24,2010-02-25,47,37,11,44,20,31,46,red,horse,even,big
2010,25,2010-02-27,25,17,36,22,16,18,47,blue,snake,odd,big
2010,26,2010-03-02,6,28,10,1,21,35,46,red,horse,even,big
2010,27,2010-03-04,24,11,10,33,34,38,16,green,rat,even,small
2010,28,2010-03-07,28,12,46,31,3,26,16,green,rat,even,small
2010,29,2010-03-09,17,28,9,45,13,14,20,blue,monkey,even,small
2010,30,2010-03-11,14,40,10,35,48,43,21,green,goat,odd,small
2010,31,2010-03-13,39,22,4,1,14,18,48,blue,dragon,even,big
2010,32,2010-03-16,16,4,37,47,28,38,30,red,dog,even,big
2010,33,2010-03-18,39,19,37,4,41,30,31,blue,rooster,odd,big
2010,34,2010-03-20,45,12,39,8,29,33,36,blue,dragon,even,big
2010,35,2010-03-23,46,11,32,7,22,27,17,green,pig,odd,small
2010,36,2010-03-25,16,47,29,44,14,45,42,blue,dog,even,big
2010,37,2010-03-27,1,44,22,36,3,8,29,red,pig,odd,big
2010,38,2010-03-30,29,31,40,2,48,22,20,blue,monkey,even,small
2010,39,2010-04-01,42,20,31,43,23,21,41,blue,pig,odd,big
2010,40,2010-04-03,43,37,40,35,11,23,30,red,dog,even,big
2010,41,2010-04-06,42,35,20,25,45,11,8,red,monkey,even,small
2010,42,2010-04-08,3,30,33,37,25,5,35,red,snake,odd,big
2010,43,2010-04-11,36,38,7,41,2,20,40,red,rat,even,big
2010,44,2010-04-13,32,42,46,37,33,31,17,green,pig,odd,small
2010,45,2010-04-15,36,21,37,35,19,30,33,green,goat,odd,big
2010,46,2010-04-17,38,2,49,42,1,24,19,red,rooster,odd,small
2010,47,2010-04-20,27,6,35,17,25,40,32,green,monkey,even,big
2010,48,2010-04-22,29,1,39,16,23,46,17,green,pig,odd,small
2010,49,2010-04-24,23,12,5,39,29,16,11,green,snake,odd,small
2010,50,2010-04-27,3,21,33,22,18,13,8,red,monkey,even,small
2010,51,2010-04-29,5,24,41,7,26,49,3,blue,ox,odd,small
2010,52,2010-05-02,26,41,28,16,44,7,24,red,dragon,even,small
2010,53,2010-05-04,19,41,40,34,46,24,15,blue,ox,odd,small
2010,54,2010-05-06,37,40,31,2,39,38,44,green,monkey,even,big
2010,55,2010-05-09,1,27,34,8,21,5,20,blue,monkey,even,small
2010,56,2010-05-11,40,35,34,15,29,26,9,blue,goat,odd,small
2010,57,2010-05-13,22,49,39,37,31,16,32,green,monkey,even,big
2010,58,2010-05-15,44,39,32,47,29,1,17,green,pig,odd,small
2010,59,2010-05-18,7,48,12,20,4,39,14,blue,tiger,even,small
2010,60,2010-05-20,22,37,11,10,4,15,49,green,rabbit,odd,big
2010,61,2010-05-22,12,26,29,18,33,17,41,blue,pig,odd,big
2010,62,2010-05-25,14,40,43,30,18,46,27,green,ox,odd,big
2010,63,2010-05-27,28,49,9,22,32,33,18,red,dog,even,small
2010,64,2010-05-29,16,26,4,25,33,42,30,red,dog,even,big
2010,65,2010-06-01,24,11,7,46,28,13,26,blue,tiger,even,big
2010,66,2010-06-03,42,19,44,16,26,5,6,green,dog,even,small
2010,67,2010-06-05,15,37,38,40,30,9,1,red,rabbit,odd,small
2010,68,2010-06-08,8,7,23,47,21,12,10,blue,horse,even,small
2010,69,2010-06-10,49,26,36,8,32,35,24,red,dragon,even,small
2010,70,2010-06-13,21,20,2,40,19,11,43,green,rooster,odd,big
2010,71,2010-06-15,5,21,18,49,35,10,11,green,snake,odd,small
2010,72,2010-06-17,45,48,11,42,15,5,14,blue,tiger,even,small
2010,73,2010-06-19,12,8,27,13,35,2,37,blue,rabbit,odd,big
2010,74,2010-06-22,4,9,20,2,35,40,44,green,monkey,even,big
2010,75,2010-06-24,23,34,5,26,49,31,24,red,dragon,even,small
2010,76,2010-06-26,20,7,15,41,13,21,2,red,tiger,even,small
2010,77,2010-06-29,21,11,41,48,8,38,49,green,rabbit,odd,big
2010,78,2010-07-03,2,49,14,13,45,21,19,red,rooster,odd,small
2010,79,2010-07-06,42,21,14,17,46,29,49,green,rabbit,odd,big
2010,80,2010-07-08,40,4,47,16,46,43,27,green,ox,odd,big
2010,81,2010-07-10,2,42,25,27,22,35,13,red,rabbit,odd,small
2010,82,2010-07-13,5,25,48,43,2,3,24,red,dragon,even,small
2010,83,2010-07-15,2,16,41,10,44,18,31,blue,rooster,odd,big
2010,84,2010-07-17,7,34,12,40,48,30,33,green,goat,odd,big
2010,85,2010-07-20,26,47,13,29,5,40,42,blue,dog,even,big
2010,86,2010-07-24,42,33,15,6,25,22,24,red,dragon,even,small
2010,87,2010-07-27,4,17,43,28,23,46,22,green,horse,even,small
2010,88,2010-07-29,12,38,41,49,13,44,22,green,horse,even,small
2010,89,2010-07-31,37,33,28,29,35,12,22,green,horse,even,small
2010,90,2010-08-03,17,9,35,31,26,36,42,blue,dog,even,big
2010,91,2010-08-05,8,46,42,49,30,48,7,red,rooster,odd,small
2010,92,2010-08-07,46,45,34,18,41,3,37,blue,rabbit,odd,big
2010,93,2010-08-10,39,20,12,30,5,8,23,red,snake,odd,small
2010,94,2010-08-12,29,17,42,6,48,33,34,red,horse,even,big
2010,95,2010-08-14,38,17,34,46,6,12,43,green,rooster,odd,big
2010,96,2010-08-17,25,2,35,8,5,22,16,green,rat,even,small
2010,97,2010-08-19,8,43,48,12,30,46,35,red,snake,odd,big
2010,98,2010-08-21,49,34,40,21,37,18,28,green,rat,even,big
2010,99,2010-08-24,11,9,37,6,25,16,45,red,goat,odd,big
2010,100,2010-08-26,10,9,1,36,7,44,37,blue,rabbit,odd,big
2010,101,2010-08-28,3,1,6,7,49,36,42,blue,dog,even,big
2010,102,2010-08-30,46,6,39,49,40,16,41,blue,pig,odd,big
2010,103,2010-09-02,11,48,7,23,3,20,38,green,tiger,even,big
2010,104,2010-09-04,17,25,34,43,19,45,47,blue,snake,odd,big
2010,105,2010-09-07,2,3,16,42,43,45,27,green,ox,odd,big
2010,106,2010-09-09,19,34,37,4,2,41,5,green,pig,odd,small
2010,107,2010-09-11,35,36,24,39,10,20,12,red,dragon,even,small
2010,108,2010-09-14,3,22,39,4,7,30,6,green,dog,even,small
2010,109,2010-09-16,8,47,49,5,46,31,34,red,horse,even,big
2010,110,2010-09-19,40,26,33,19,12,17,25,blue,rabbit,odd,big
2010,111,2010-09-21,35,23,48,36,13,10,47,blue,snake,odd,big
2010,112,2010-09-25,39,23,30,37,16,43,5,green,pig,odd,small
2010,113,2010-09-28,49,42,31,30,45,7,46,red,horse,even,big
2010,114,2010-09-30,26,18,22,21,29,9,27,green,ox,odd,big
2010,115,2010-10-02,16,36,27,21,7,17,6,green,dog,even,small
2010,116,2010-10-05,29,16,8,31,5,6,12,red,dragon,even,small
2010,117,2010-10-07,21,15,14,22,40,32,2,red,tiger,even,small
2010,118,2010-10-09,22,37,45,44,41,42,27,green,ox,odd,big
2010,119,2010-10-12,24,13,38,46,21,9,27,green,ox,odd,big
2010,120,2010-10-14,47,10,26,42,7,4,13,red,rabbit,odd,small
2010,121,2010-10-16,30,45,1,44,49,29,41,blue,pig,odd,big
2010,122,2010-10-19,38,29,43,20,2,39,37,blue,rabbit,odd,big
2010,123,2010-10-21,9,35,46,4,23,49,18,red,dog,even,small
2010,124,2010-10-23,28,33,42,1,41,45,8,red,monkey,even,small
2010,125,2010-10-26,14,33,41,20,3,8,32,green,monkey,even,big
2010,126,2010-10-28,8,47,31,36,17,9,46,red,horse,even,big
2010,127,2010-10-30,24,12,7,49,8,30,27,green,ox,odd,big
2010,128,2010-11-02,36,17,24,5,45,25,15,blue,ox,odd,small
2010,129,2010-11-04,27,25,9,5,44,33,17,green,pig,odd,small
2010,130,2010-11-09,41,45,43,49,15,4,18,red,dog,even,small
2010,131,2010-11-11,15,43,5,29,6,28,48,blue,dragon,even,big
2010,132,2010-11-13,21,28,48,47,7,18,35,red,snake,odd,big
2010,133,2010-11-16,46,3,39,49,12,20,19,red,rooster,odd,small
2010,134,2010-11-18,30,6,47,20,33,39,23,red,snake,odd,small
2010,135,2010-11-20,6,30,9,33,3,29,14,blue,tiger,even,small
2010,136,2010-11-23,30,10,24,11,1,49,35,red,snake,odd,big
2010,137,2010-11-25,28,39,22,45,17,31,8,red,monkey,even,small
2010,138,2010-11-27,26,44,13,43,17,25,42,blue,dog,even,big
2010,139,2010-11-30,16,19,45,3,48,14,9,blue,goat,odd,small
2010,140,2010-12-02,11,6,17,40,41,31,34,red,horse,even,big
2010,141,2010-12-05,10,20,46,47,9,42,27,green,ox,odd,big
2010,142,2010-12-07,28,12,13,20,18,48,14,blue,tiger,even,small
2010,143,2010-12-09,4,20,10,33,36,25,37,blue,rabbit,odd,big
2010,144,2010-12-11,27,15,24,30,18,22,10,blue,horse,even,small
2010,145,2010-12-14,29,28,7,48,3,38,40,red,rat,even,big
2010,146,2010-12-16,18,13,29,19,12,27,10,blue,horse,even,small
2010,147,2010-12-18,45,15,39,19,34,44,23,red,snake,odd,small
2010,148,2010-12-20,4,41,12,18,16,5,7,red,rooster,odd,small
2010,149,2010-12-22,4,3,35,41,24,15,36,blue,dragon,even,big
2010,150,2010-12-25,4,43,1,13,2,48,11,green,snake,odd,small
2010,151,2010-12-28,8,36,28,37,23,31,12,red,dragon,even,small
2010,152,2010-12-30,13,4,18,39,36,20,12,red,dragon,even,small
2011,1,2011-01-02,1,13,20,24,37,39,3,blue,ox,odd,small
2011,2,2011-01-04,20,39,16,9,38,4,40,red,rat,even,big
